grid_id,grid_lat,grid_lon,hour,day_of_week,complaint_count,high_congestion,is_weekend,is_rush_hour,month
40.74_-73.99,40.74,-73.99,6,1,3,0,0,0,1
40.74_-73.99,40.74,-73.99,6,2,2,0,0,0,1
40.74_-73.99,40.74,-73.99,6,3,1,0,0,0,1
40.74_-73.99,40.74,-73.99,6,4,6,0,0,0,1
40.74_-73.99,40.74,-73.99,6,5,1,0,1,0,1
40.74_-73.99,40.74,-73.99,7,0,5,0,0,1,1
40.74_-73.99,40.74,-73.99,7,1,13,0,0,1,1
40.74_-73.99,40.74,-73.99,7,2,5,0,0,1,1
40.74_-73.99,40.74,-73.99,7,3,5,0,0,1,1
40.74_-73.99,40.74,-73.99,7,4,7,0,0,1,1
40.74_-73.99,40.74,-73.99,7,5,2,0,1,1,1
40.74_-73.99,40.74,-73.99,7,6,4,0,1,1,1
40.74_-73.99,40.74,-73.99,8,0,6,0,0,1,1
40.74_-73.99,40.74,-73.99,8,1,20,1,0,1,1
40.74_-73.99,40.74,-73.99,8,2,14,0,0,1,1
40.74_-73.99,40.74,-73.99,8,3,11,0,0,1,1
40.74_-73.99,40.74,-73.99,8,4,5,0,0,1,1
40.74_-73.99,40.74,-73.99,8,5,6,0,1,1,1
40.74_-73.99,40.74,-73.99,8,6,2,0,1,1,1
40.74_-73.99,40.74,-73.99,9,0,10,0,0,1,1
40.74_-73.99,40.74,-73.99,9,1,20,1,0,1,1
40.74_-73.99,40.74,-73.99,9,2,20,1,0,1,1
40.74_-73.99,40.74,-73.99,9,3,11,0,0,1,1
40.74_-73.99,40.74,-73.99,9,4,9,0,0,1,1
40.74_-73.99,40.74,-73.99,9,5,8,0,1,1,1
40.74_-73.99,40.74,-73.99,9,6,2,0,1,1,1
40.74_-73.99,40.74,-73.99,10,0,18,1,0,0,1
40.74_-73.99,40.74,-73.99,10,1,14,0,0,0,1
40.74_-73.99,40.74,-73.99,10,2,17,1,0,0,1
40.74_-73.99,40.74,-73.99,10,3,16,1,0,0,1
40.74_-73.99,40.74,-73.99,10,4,14,0,0,0,1
40.74_-73.99,40.74,-73.99,10,5,5,0,1,0,1
40.74_-73.99,40.74,-73.99,10,6,6,0,1,0,1
40.74_-73.99,40.74,-73.99,11,0,10,0,0,0,1
40.74_-73.99,40.74,-73.99,11,1,11,0,0,0,1
40.74_-73.99,40.74,-73.99,11,2,17,1,0,0,1
40.74_-73.99,40.74,-73.99,11,3,13,0,0,0,1
40.74_-73.99,40.74,-73.99,11,4,13,0,0,0,1
40.74_-73.99,40.74,-73.99,11,5,11,0,1,0,1
40.74_-73.99,40.74,-73.99,11,6,6,0,1,0,1
40.74_-73.99,40.74,-73.99,12,0,13,0,0,0,1
40.74_-73.99,40.74,-73.99,12,1,18,1,0,0,1
40.74_-73.99,40.74,-73.99,12,2,24,1,0,0,1
40.74_-73.99,40.74,-73.99,12,3,18,1,0,0,1
40.74_-73.99,40.74,-73.99,12,4,13,0,0,0,1
40.74_-73.99,40.74,-73.99,12,5,9,0,1,0,1
40.74_-73.99,40.74,-73.99,12,6,2,0,1,0,1
40.74_-73.99,40.74,-73.99,13,0,9,0,0,0,1
40.74_-73.99,40.74,-73.99,13,1,15,1,0,0,1
40.74_-73.99,40.74,-73.99,13,2,12,0,0,0,1
40.74_-73.99,40.74,-73.99,13,3,19,1,0,0,1
40.74_-73.99,40.74,-73.99,13,4,15,1,0,0,1
40.74_-73.99,40.74,-73.99,13,5,3,0,1,0,1
40.74_-73.99,40.74,-73.99,13,6,13,0,1,0,1
40.74_-73.99,40.74,-73.99,14,0,11,0,0,0,1
40.74_-73.99,40.74,-73.99,14,1,10,0,0,0,1
40.74_-73.99,40.74,-73.99,14,2,12,0,0,0,1
40.74_-73.99,40.74,-73.99,14,3,10,0,0,0,1
40.74_-73.99,40.74,-73.99,14,4,17,1,0,0,1
40.74_-73.99,40.74,-73.99,14,5,11,0,1,0,1
40.74_-73.99,40.74,-73.99,14,6,18,1,1,0,1
40.74_-73.99,40.74,-73.99,15,0,12,0,0,0,1
40.74_-73.99,40.74,-73.99,15,1,4,0,0,0,1
40.74_-73.99,40.74,-73.99,15,2,9,0,0,0,1
40.74_-73.99,40.74,-73.99,15,3,13,0,0,0,1
40.74_-73.99,40.74,-73.99,15,4,9,0,0,0,1
40.74_-73.99,40.74,-73.99,15,5,9,0,1,0,1
40.74_-73.99,40.74,-73.99,15,6,13,0,1,0,1
40.74_-73.99,40.74,-73.99,16,0,12,0,0,1,1
40.74_-73.99,40.74,-73.99,16,1,2,0,0,1,1
40.74_-73.99,40.74,-73.99,16,2,7,0,0,1,1
40.74_-73.99,40.74,-73.99,16,3,14,0,0,1,1
40.74_-73.99,40.74,-73.99,16,4,12,0,0,1,1
40.74_-73.99,40.74,-73.99,16,5,9,0,1,1,1
40.74_-73.99,40.74,-73.99,16,6,11,0,1,1,1
40.74_-73.99,40.74,-73.99,17,0,8,0,0,1,1
40.74_-73.99,40.74,-73.99,17,1,7,0,0,1,1
40.74_-73.99,40.74,-73.99,17,2,10,0,0,1,1
40.74_-73.99,40.74,-73.99,17,3,16,1,0,1,1
40.74_-73.99,40.74,-73.99,17,4,18,1,0,1,1
40.74_-73.99,40.74,-73.99,17,5,8,0,1,1,1
40.74_-73.99,40.74,-73.99,17,6,13,0,1,1,1
40.74_-73.99,40.74,-73.99,18,0,2,0,0,1,1
40.74_-73.99,40.74,-73.99,18,1,6,0,0,1,1
40.74_-73.99,40.74,-73.99,18,2,5,0,0,1,1
40.74_-73.99,40.74,-73.99,18,3,8,0,0,1,1
40.74_-73.99,40.74,-73.99,18,4,5,0,0,1,1
40.74_-73.99,40.74,-73.99,18,5,11,0,1,1,1
40.74_-73.99,40.74,-73.99,18,6,9,0,1,1,1
40.74_-73.99,40.74,-73.99,19,0,9,0,0,0,1
40.74_-73.99,40.74,-73.99,19,1,8,0,0,0,1
40.74_-73.99,40.74,-73.99,19,2,9,0,0,0,1
40.74_-73.99,40.74,-73.99,19,3,7,0,0,0,1
40.74_-73.99,40.74,-73.99,19,4,5,0,0,0,1
40.74_-73.99,40.74,-73.99,19,5,3,0,1,0,1
40.74_-73.99,40.74,-73.99,19,6,9,0,1,0,1
40.74_-73.99,40.74,-73.99,20,0,14,0,0,0,1
40.74_-73.99,40.74,-73.99,20,1,7,0,0,0,1
40.74_-73.99,40.74,-73.99,20,2,6,0,0,0,1
40.74_-73.99,40.74,-73.99,20,3,9,0,0,0,1
40.74_-73.99,40.74,-73.99,20,4,12,0,0,0,1
40.74_-73.99,40.74,-73.99,20,5,10,0,1,0,1
40.74_-73.99,40.74,-73.99,20,6,1,0,1,0,1
40.74_-73.99,40.74,-73.99,21,0,2,0,0,0,1
40.74_-73.99,40.74,-73.99,21,1,2,0,0,0,1
40.74_-73.99,40.74,-73.99,21,2,7,0,0,0,1
40.74_-73.99,40.74,-73.99,21,3,15,1,0,0,1
40.74_-73.99,40.74,-73.99,21,4,7,0,0,0,1
40.74_-73.99,40.74,-73.99,21,5,4,0,1,0,1
40.74_-73.99,40.74,-73.99,21,6,3,0,1,0,1
40.74_-73.99,40.74,-73.99,22,0,1,0,0,0,1
40.74_-73.99,40.74,-73.99,22,1,2,0,0,0,1
40.74_-73.99,40.74,-73.99,22,2,2,0,0,0,1
40.74_-73.99,40.74,-73.99,22,3,5,0,0,0,1
40.74_-73.99,40.74,-73.99,22,4,1,0,0,0,1
40.74_-73.99,40.74,-73.99,22,5,21,1,1,0,1
40.74_-73.99,40.74,-73.99,22,6,3,0,1,0,1
40.74_-73.99,40.74,-73.99,23,0,1,0,0,0,1
40.74_-73.99,40.74,-73.99,23,1,4,0,0,0,1
40.74_-73.99,40.74,-73.99,23,2,6,0,0,0,1
40.74_-73.99,40.74,-73.99,23,3,4,0,0,0,1
40.74_-73.99,40.74,-73.99,23,4,10,0,0,0,1
40.74_-73.99,40.74,-73.99,23,5,15,1,1,0,1
40.74_-73.99,40.74,-73.99,23,6,5,0,1,0,1
40.74_-74.0,40.74,-74.0,0,1,1,0,0,0,1
40.74_-74.0,40.74,-74.0,0,2,4,0,0,0,1
40.74_-74.0,40.74,-74.0,0,3,2,0,0,0,1
40.74_-74.0,40.74,-74.0,0,4,6,0,0,0,1
40.74_-74.0,40.74,-74.0,0,5,4,0,1,0,1
40.74_-74.0,40.74,-74.0,0,6,7,0,1,0,1
40.74_-74.0,40.74,-74.0,1,1,1,0,0,0,1
40.74_-74.0,40.74,-74.0,1,2,5,0,0,0,1
40.74_-74.0,40.74,-74.0,1,3,1,0,0,0,1
40.74_-74.0,40.74,-74.0,1,4,1,0,0,0,1
40.74_-74.0,40.74,-74.0,1,5,1,0,1,0,1
40.74_-74.0,40.74,-74.0,1,6,2,0,1,0,1
40.74_-74.0,40.74,-74.0,2,5,3,0,1,0,1
40.74_-74.0,40.74,-74.0,2,6,1,0,1,0,1
40.74_-74.0,40.74,-74.0,3,1,3,0,0,0,1
40.74_-74.0,40.74,-74.0,3,2,1,0,0,0,1
40.74_-74.0,40.74,-74.0,4,0,3,0,0,0,1
40.74_-74.0,40.74,-74.0,4,1,4,0,0,0,1
40.74_-74.0,40.74,-74.0,4,3,2,0,0,0,1
40.74_-74.0,40.74,-74.0,4,4,1,0,0,0,1
40.74_-74.0,40.74,-74.0,4,6,1,0,1,0,1
40.74_-74.0,40.74,-74.0,5,1,3,0,0,0,1
40.74_-74.0,40.74,-74.0,5,2,1,0,0,0,1
40.74_-74.0,40.74,-74.0,5,3,1,0,0,0,1
40.74_-74.0,40.74,-74.0,5,4,1,0,0,0,1
40.74_-74.0,40.74,-74.0,6,1,3,0,0,0,1
40.74_-74.0,40.74,-74.0,6,2,3,0,0,0,1
40.74_-74.0,40.74,-74.0,6,3,1,0,0,0,1
40.74_-74.0,40.74,-74.0,6,4,3,0,0,0,1
40.74_-74.0,40.74,-74.0,7,0,4,0,0,1,1
40.74_-74.0,40.74,-74.0,7,1,5,0,0,1,1
40.74_-74.0,40.74,-74.0,7,2,9,0,0,1,1
40.74_-74.0,40.74,-74.0,7,3,4,0,0,1,1
40.74_-74.0,40.74,-74.0,7,4,9,0,0,1,1
40.74_-74.0,40.74,-74.0,7,5,3,0,1,1,1
40.74_-74.0,40.74,-74.0,7,6,1,0,1,1,1
40.74_-74.0,40.74,-74.0,8,0,14,0,0,1,1
40.74_-74.0,40.74,-74.0,8,1,10,0,0,1,1
40.74_-74.0,40.74,-74.0,8,2,20,1,0,1,1
40.74_-74.0,40.74,-74.0,8,3,11,0,0,1,1
40.74_-74.0,40.74,-74.0,8,4,6,0,0,1,1
40.74_-74.0,40.74,-74.0,8,5,2,0,1,1,1
40.74_-74.0,40.74,-74.0,8,6,5,0,1,1,1
40.74_-74.0,40.74,-74.0,9,0,18,1,0,1,1
40.74_-74.0,40.74,-74.0,9,1,20,1,0,1,1
40.74_-74.0,40.74,-74.0,9,2,12,0,0,1,1
40.74_-74.0,40.74,-74.0,9,3,16,1,0,1,1
40.74_-74.0,40.74,-74.0,9,4,6,0,0,1,1
40.74_-74.0,40.74,-74.0,9,5,11,0,1,1,1
40.74_-74.0,40.74,-74.0,9,6,3,0,1,1,1
40.74_-74.0,40.74,-74.0,10,0,13,0,0,0,1
40.74_-74.0,40.74,-74.0,10,1,23,1,0,0,1
40.74_-74.0,40.74,-74.0,10,2,21,1,0,0,1
40.74_-74.0,40.74,-74.0,10,3,23,1,0,0,1
40.74_-74.0,40.74,-74.0,10,4,8,0,0,0,1
40.74_-74.0,40.74,-74.0,10,5,7,0,1,0,1
40.74_-74.0,40.74,-74.0,10,6,3,0,1,0,1
40.74_-74.0,40.74,-74.0,11,0,6,0,0,0,1
40.74_-74.0,40.74,-74.0,11,1,11,0,0,0,1
40.74_-74.0,40.74,-74.0,11,2,12,0,0,0,1
40.74_-74.0,40.74,-74.0,11,3,15,1,0,0,1
40.74_-74.0,40.74,-74.0,11,4,20,1,0,0,1
40.74_-74.0,40.74,-74.0,11,5,7,0,1,0,1
40.74_-74.0,40.74,-74.0,11,6,12,0,1,0,1
40.74_-74.0,40.74,-74.0,12,0,12,0,0,0,1
40.74_-74.0,40.74,-74.0,12,1,10,0,0,0,1
40.74_-74.0,40.74,-74.0,12,2,17,1,0,0,1
40.74_-74.0,40.74,-74.0,12,3,15,1,0,0,1
40.74_-74.0,40.74,-74.0,12,4,8,0,0,0,1
40.74_-74.0,40.74,-74.0,12,5,10,0,1,0,1
40.74_-74.0,40.74,-74.0,12,6,10,0,1,0,1
40.74_-74.0,40.74,-74.0,13,0,13,0,0,0,1
40.74_-74.0,40.74,-74.0,13,1,13,0,0,0,1
40.74_-74.0,40.74,-74.0,13,2,13,0,0,0,1
40.74_-74.0,40.74,-74.0,13,3,12,0,0,0,1
40.74_-74.0,40.74,-74.0,13,4,13,0,0,0,1
40.74_-74.0,40.74,-74.0,13,5,15,1,1,0,1
40.74_-74.0,40.74,-74.0,13,6,7,0,1,0,1
40.74_-74.0,40.74,-74.0,14,0,7,0,0,0,1
40.74_-74.0,40.74,-74.0,14,1,12,0,0,0,1
40.74_-74.0,40.74,-74.0,14,2,13,0,0,0,1
40.74_-74.0,40.74,-74.0,14,3,15,1,0,0,1
40.74_-74.0,40.74,-74.0,14,4,10,0,0,0,1
40.74_-74.0,40.74,-74.0,14,5,8,0,1,0,1
40.74_-74.0,40.74,-74.0,14,6,9,0,1,0,1
40.74_-74.0,40.74,-74.0,15,0,4,0,0,0,1
40.74_-74.0,40.74,-74.0,15,1,12,0,0,0,1
40.74_-74.0,40.74,-74.0,15,2,16,1,0,0,1
40.74_-74.0,40.74,-74.0,15,3,12,0,0,0,1
40.74_-74.0,40.74,-74.0,15,4,10,0,0,0,1
40.74_-74.0,40.74,-74.0,15,5,8,0,1,0,1
40.74_-74.0,40.74,-74.0,15,6,18,1,1,0,1
40.74_-74.0,40.74,-74.0,16,0,10,0,0,1,1
40.74_-74.0,40.74,-74.0,16,1,10,0,0,1,1
40.74_-74.0,40.74,-74.0,16,2,14,0,0,1,1
40.74_-74.0,40.74,-74.0,16,3,8,0,0,1,1
40.74_-74.0,40.74,-74.0,16,4,19,1,0,1,1
40.74_-74.0,40.74,-74.0,16,5,5,0,1,1,1
40.74_-74.0,40.74,-74.0,16,6,12,0,1,1,1
40.74_-74.0,40.74,-74.0,17,0,14,0,0,1,1
40.74_-74.0,40.74,-74.0,17,1,9,0,0,1,1
40.74_-74.0,40.74,-74.0,17,2,13,0,0,1,1
40.74_-74.0,40.74,-74.0,17,3,9,0,0,1,1
40.74_-74.0,40.74,-74.0,17,4,15,1,0,1,1
40.74_-74.0,40.74,-74.0,17,5,9,0,1,1,1
40.74_-74.0,40.74,-74.0,17,6,7,0,1,1,1
40.74_-74.0,40.74,-74.0,18,0,10,0,0,1,1
40.74_-74.0,40.74,-74.0,18,1,16,1,0,1,1
40.74_-74.0,40.74,-74.0,18,2,16,1,0,1,1
40.74_-74.0,40.74,-74.0,18,3,11,0,0,1,1
40.74_-74.0,40.74,-74.0,18,4,15,1,0,1,1
40.74_-74.0,40.74,-74.0,18,5,8,0,1,1,1
40.74_-74.0,40.74,-74.0,18,6,11,0,1,1,1
40.74_-74.0,40.74,-74.0,19,0,11,0,0,0,1
40.74_-74.0,40.74,-74.0,19,1,15,1,0,0,1
40.74_-74.0,40.74,-74.0,19,2,9,0,0,0,1
40.74_-74.0,40.74,-74.0,19,3,10,0,0,0,1
40.74_-74.0,40.74,-74.0,19,4,13,0,0,0,1
40.74_-74.0,40.74,-74.0,19,5,10,0,1,0,1
40.74_-74.0,40.74,-74.0,19,6,9,0,1,0,1
40.74_-74.0,40.74,-74.0,20,0,11,0,0,0,1
40.74_-74.0,40.74,-74.0,20,1,6,0,0,0,1
40.74_-74.0,40.74,-74.0,20,2,8,0,0,0,1
40.74_-74.0,40.74,-74.0,20,3,4,0,0,0,1
40.74_-74.0,40.74,-74.0,20,4,8,0,0,0,1
40.74_-74.0,40.74,-74.0,20,5,5,0,1,0,1
40.74_-74.0,40.74,-74.0,20,6,10,0,1,0,1
40.74_-74.0,40.74,-74.0,21,0,13,0,0,0,1
40.74_-74.0,40.74,-74.0,21,1,10,0,0,0,1
40.74_-74.0,40.74,-74.0,21,2,12,0,0,0,1
40.74_-74.0,40.74,-74.0,21,3,16,1,0,0,1
40.74_-74.0,40.74,-74.0,21,4,6,0,0,0,1
40.74_-74.0,40.74,-74.0,21,5,16,1,1,0,1
40.74_-74.0,40.74,-74.0,21,6,15,1,1,0,1
40.74_-74.0,40.74,-74.0,22,0,11,0,0,0,1
40.74_-74.0,40.74,-74.0,22,1,3,0,0,0,1
40.74_-74.0,40.74,-74.0,22,2,9,0,0,0,1
40.74_-74.0,40.74,-74.0,22,3,22,1,0,0,1
40.74_-74.0,40.74,-74.0,22,4,12,0,0,0,1
40.74_-74.0,40.74,-74.0,22,5,20,1,1,0,1
40.74_-74.0,40.74,-74.0,22,6,6,0,1,0,1
40.74_-74.0,40.74,-74.0,23,0,3,0,0,0,1
40.74_-74.0,40.74,-74.0,23,1,7,0,0,0,1
40.74_-74.0,40.74,-74.0,23,2,12,0,0,0,1
40.74_-74.0,40.74,-74.0,23,3,5,0,0,0,1
40.74_-74.0,40.74,-74.0,23,4,10,0,0,0,1
40.74_-74.0,40.74,-74.0,23,5,14,0,1,0,1
40.74_-74.0,40.74,-74.0,23,6,6,0,1,0,1
40.74_-74.01,40.74,-74.01,0,1,2,0,0,0,1
40.74_-74.01,40.74,-74.01,0,5,1,0,1,0,1
40.74_-74.01,40.74,-74.01,0,6,1,0,1,0,1
40.74_-74.01,40.74,-74.01,1,3,1,0,0,0,1
40.74_-74.01,40.74,-74.01,2,0,1,0,0,0,1
40.74_-74.01,40.74,-74.01,2,2,1,0,0,0,1
40.74_-74.01,40.74,-74.01,2,5,1,0,1,0,1
40.74_-74.01,40.74,-74.01,2,6,1,0,1,0,1
40.74_-74.01,40.74,-74.01,3,2,1,0,0,0,1
40.74_-74.01,40.74,-74.01,6,0,4,0,0,0,1
40.74_-74.01,40.74,-74.01,6,1,1,0,0,0,1
40.74_-74.01,40.74,-74.01,6,3,1,0,0,0,1
40.74_-74.01,40.74,-74.01,6,4,1,0,0,0,1
40.74_-74.01,40.74,-74.01,7,0,2,0,0,1,1
40.74_-74.01,40.74,-74.01,7,1,3,0,0,1,1
40.74_-74.01,40.74,-74.01,7,3,2,0,0,1,1
40.74_-74.01,40.74,-74.01,7,4,1,0,0,1,1
40.74_-74.01,40.74,-74.01,7,5,2,0,1,1,1
40.74_-74.01,40.74,-74.01,8,0,1,0,0,1,1
40.74_-74.01,40.74,-74.01,8,1,5,0,0,1,1
40.74_-74.01,40.74,-74.01,8,2,1,0,0,1,1
40.74_-74.01,40.74,-74.01,8,3,3,0,0,1,1
40.74_-74.01,40.74,-74.01,8,4,2,0,0,1,1
40.74_-74.01,40.74,-74.01,8,5,1,0,1,1,1
40.74_-74.01,40.74,-74.01,8,6,2,0,1,1,1
40.74_-74.01,40.74,-74.01,9,0,3,0,0,1,1
40.74_-74.01,40.74,-74.01,9,1,4,0,0,1,1
40.74_-74.01,40.74,-74.01,9,2,2,0,0,1,1
40.74_-74.01,40.74,-74.01,9,3,5,0,0,1,1
40.74_-74.01,40.74,-74.01,9,4,2,0,0,1,1
40.74_-74.01,40.74,-74.01,9,5,4,0,1,1,1
40.74_-74.01,40.74,-74.01,9,6,4,0,1,1,1
40.74_-74.01,40.74,-74.01,10,0,3,0,0,0,1
40.74_-74.01,40.74,-74.01,10,1,2,0,0,0,1
40.74_-74.01,40.74,-74.01,10,2,9,0,0,0,1
40.74_-74.01,40.74,-74.01,10,3,5,0,0,0,1
40.74_-74.01,40.74,-74.01,10,4,3,0,0,0,1
40.74_-74.01,40.74,-74.01,10,5,6,0,1,0,1
40.74_-74.01,40.74,-74.01,10,6,3,0,1,0,1
40.74_-74.01,40.74,-74.01,11,0,4,0,0,0,1
40.74_-74.01,40.74,-74.01,11,1,5,0,0,0,1
40.74_-74.01,40.74,-74.01,11,2,3,0,0,0,1
40.74_-74.01,40.74,-74.01,11,3,4,0,0,0,1
40.74_-74.01,40.74,-74.01,11,5,5,0,1,0,1
40.74_-74.01,40.74,-74.01,11,6,3,0,1,0,1
40.74_-74.01,40.74,-74.01,12,0,3,0,0,0,1
40.74_-74.01,40.74,-74.01,12,2,2,0,0,0,1
40.74_-74.01,40.74,-74.01,12,3,3,0,0,0,1
40.74_-74.01,40.74,-74.01,12,4,5,0,0,0,1
40.74_-74.01,40.74,-74.01,12,5,6,0,1,0,1
40.74_-74.01,40.74,-74.01,12,6,2,0,1,0,1
40.74_-74.01,40.74,-74.01,13,0,6,0,0,0,1
40.74_-74.01,40.74,-74.01,13,1,5,0,0,0,1
40.74_-74.01,40.74,-74.01,13,2,4,0,0,0,1
40.74_-74.01,40.74,-74.01,13,3,2,0,0,0,1
40.74_-74.01,40.74,-74.01,13,4,8,0,0,0,1
40.74_-74.01,40.74,-74.01,13,5,6,0,1,0,1
40.74_-74.01,40.74,-74.01,13,6,4,0,1,0,1
40.74_-74.01,40.74,-74.01,14,0,2,0,0,0,1
40.74_-74.01,40.74,-74.01,14,1,5,0,0,0,1
40.74_-74.01,40.74,-74.01,14,2,5,0,0,0,1
40.74_-74.01,40.74,-74.01,14,4,8,0,0,0,1
40.74_-74.01,40.74,-74.01,14,5,5,0,1,0,1
40.74_-74.01,40.74,-74.01,14,6,10,0,1,0,1
40.74_-74.01,40.74,-74.01,15,0,5,0,0,0,1
40.74_-74.01,40.74,-74.01,15,1,5,0,0,0,1
40.74_-74.01,40.74,-74.01,15,2,5,0,0,0,1
40.74_-74.01,40.74,-74.01,15,3,1,0,0,0,1
40.74_-74.01,40.74,-74.01,15,4,2,0,0,0,1
40.74_-74.01,40.74,-74.01,15,5,9,0,1,0,1
40.74_-74.01,40.74,-74.01,15,6,4,0,1,0,1
40.74_-74.01,40.74,-74.01,16,1,5,0,0,1,1
40.74_-74.01,40.74,-74.01,16,2,1,0,0,1,1
40.74_-74.01,40.74,-74.01,16,4,1,0,0,1,1
40.74_-74.01,40.74,-74.01,16,5,3,0,1,1,1
40.74_-74.01,40.74,-74.01,16,6,3,0,1,1,1
40.74_-74.01,40.74,-74.01,17,0,3,0,0,1,1
40.74_-74.01,40.74,-74.01,17,1,5,0,0,1,1
40.74_-74.01,40.74,-74.01,17,2,3,0,0,1,1
40.74_-74.01,40.74,-74.01,17,3,1,0,0,1,1
40.74_-74.01,40.74,-74.01,17,4,2,0,0,1,1
40.74_-74.01,40.74,-74.01,17,5,2,0,1,1,1
40.74_-74.01,40.74,-74.01,17,6,1,0,1,1,1
40.74_-74.01,40.74,-74.01,18,0,2,0,0,1,1
40.74_-74.01,40.74,-74.01,18,1,2,0,0,1,1
40.74_-74.01,40.74,-74.01,18,4,4,0,0,1,1
40.74_-74.01,40.74,-74.01,18,5,4,0,1,1,1
40.74_-74.01,40.74,-74.01,18,6,4,0,1,1,1
40.74_-74.01,40.74,-74.01,19,0,2,0,0,0,1
40.74_-74.01,40.74,-74.01,19,1,1,0,0,0,1
40.74_-74.01,40.74,-74.01,19,2,3,0,0,0,1
40.74_-74.01,40.74,-74.01,19,4,3,0,0,0,1
40.74_-74.01,40.74,-74.01,19,5,3,0,1,0,1
40.74_-74.01,40.74,-74.01,19,6,1,0,1,0,1
40.74_-74.01,40.74,-74.01,20,0,2,0,0,0,1
40.74_-74.01,40.74,-74.01,20,1,2,0,0,0,1
40.74_-74.01,40.74,-74.01,20,2,3,0,0,0,1
40.74_-74.01,40.74,-74.01,20,3,4,0,0,0,1
40.74_-74.01,40.74,-74.01,20,4,1,0,0,0,1
40.74_-74.01,40.74,-74.01,20,6,3,0,1,0,1
40.74_-74.01,40.74,-74.01,21,2,1,0,0,0,1
40.74_-74.01,40.74,-74.01,21,3,3,0,0,0,1
40.74_-74.01,40.74,-74.01,21,4,1,0,0,0,1
40.74_-74.01,40.74,-74.01,21,5,5,0,1,0,1
40.74_-74.01,40.74,-74.01,21,6,1,0,1,0,1
40.74_-74.01,40.74,-74.01,22,0,1,0,0,0,1
40.74_-74.01,40.74,-74.01,22,2,2,0,0,0,1
40.74_-74.01,40.74,-74.01,22,3,3,0,0,0,1
40.74_-74.01,40.74,-74.01,22,4,1,0,0,0,1
40.74_-74.01,40.74,-74.01,22,5,4,0,1,0,1
40.74_-74.01,40.74,-74.01,22,6,2,0,1,0,1
40.74_-74.01,40.74,-74.01,23,2,1,0,0,0,1
40.74_-74.01,40.74,-74.01,23,5,3,0,1,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,0,0,1,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,6,1,1,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,6,3,1,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,6,5,1,0,1,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,7,1,1,0,0,1,1
40.75_-73.96000000000001,40.75,-73.96000000000001,7,5,1,0,1,1,1
40.75_-73.96000000000001,40.75,-73.96000000000001,8,6,1,0,1,1,1
40.75_-73.96000000000001,40.75,-73.96000000000001,9,0,1,0,0,1,1
40.75_-73.96000000000001,40.75,-73.96000000000001,9,3,1,0,0,1,1
40.75_-73.96000000000001,40.75,-73.96000000000001,9,6,2,0,1,1,1
40.75_-73.96000000000001,40.75,-73.96000000000001,10,3,2,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,12,5,1,0,1,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,12,6,1,0,1,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,13,1,1,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,13,3,1,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,13,6,2,0,1,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,14,6,1,0,1,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,15,5,1,0,1,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,15,6,2,0,1,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,16,2,1,0,0,1,1
40.75_-73.96000000000001,40.75,-73.96000000000001,18,0,1,0,0,1,1
40.75_-73.96000000000001,40.75,-73.96000000000001,18,1,1,0,0,1,1
40.75_-73.96000000000001,40.75,-73.96000000000001,18,2,1,0,0,1,1
40.75_-73.96000000000001,40.75,-73.96000000000001,20,4,1,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,20,6,1,0,1,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,21,0,1,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,21,1,2,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,21,2,2,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,21,3,2,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,21,5,1,0,1,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,22,2,1,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,22,3,1,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,22,4,3,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,22,5,1,0,1,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,23,2,1,0,0,0,1
40.75_-73.96000000000001,40.75,-73.96000000000001,23,5,1,0,1,0,1
40.75_-73.97,40.75,-73.97,0,0,2,0,0,0,1
40.75_-73.97,40.75,-73.97,0,1,1,0,0,0,1
40.75_-73.97,40.75,-73.97,0,2,2,0,0,0,1
40.75_-73.97,40.75,-73.97,0,3,2,0,0,0,1
40.75_-73.97,40.75,-73.97,0,4,5,0,0,0,1
