"created_date","complaint_type","descriptor","borough","latitude","longitude","street_name"
"2025-10-10T23:33:56.000","Noise - Street/Sidewalk","Loud Talking","MANHATTAN","40.71346439947254","-73.98904138552619","HENRY STREET"
"2025-10-10T23:33:30.000","Obstruction","Cone","MANHATTAN","40.82009347257038","-73.95879057263689","12 AVENUE"
"2025-10-10T23:32:45.000","Illegal Dumping","Removal Request","MANHATTAN","40.73881250637939","-73.99250503574552","WEST   18 STREET"
"2025-10-10T23:32:11.000","Illegal Parking","Parking Permit Improper Use","MANHATTAN","40.70274322837485","-74.0122011292436","WATER STREET"
"2025-10-10T23:31:05.000","Lost Property","Bag/Wallet","MANHATTAN","40.75523424920506","-73.99123627372173","8 AVENUE"
"2025-10-10T23:31:03.000","Noise - Vehicle","Car/Truck Music","MANHATTAN","40.85240473614685","-73.935893015454","WEST  184 STREET"
"2025-10-10T23:30:42.000","HEAT/HOT WATER","APARTMENT ONLY","MANHATTAN","40.79440058588625","-73.96908138306159","WEST   97 STREET"
"2025-10-10T23:30:27.000","Noise - Residential","Banging/Pounding","MANHATTAN","40.76850194990441","-73.9871189436622","WEST   57 STREET"
"2025-10-10T23:30:13.000","Noise - Vehicle","Engine Idling","MANHATTAN","40.80159713190233","-73.96859765012891","WEST END AVENUE"
"2025-10-10T23:29:50.000","Illegal Parking","Parking Permit Improper Use","MANHATTAN","40.70274322837485","-74.0122011292436","WATER STREET"
"2025-10-10T23:29:49.000","Noise - Residential","Banging/Pounding","MANHATTAN","40.72134885375417","-73.97985151322482","EAST    3 STREET"
"2025-10-10T23:29:36.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.796941985756135","-73.9682747926891","AMSTERDAM AVENUE"
"2025-10-10T23:29:27.000","Drinking","In Public","MANHATTAN","40.81910849303227","-73.9526203368398","WEST  135 STREET"
"2025-10-10T23:29:16.000","Noise - Commercial","Loud Talking","MANHATTAN","40.8156185820437","-73.94348264472475","ADAM CLAYTON POWELL JR BOULEVARD"
"2025-10-10T23:29:16.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.72432608865083","-73.97557540737051","AVENUE D"
"2025-10-10T23:29:00.000","Noise","Noise: Construction Equipment (NC1)","MANHATTAN","40.76850194990441","-73.9871189436622","WEST   57 STREET"
"2025-10-10T23:28:54.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.84785313565626","-73.93432872245698","WEST  179 STREET"
"2025-10-10T23:28:39.000","Noise - Residential","Banging/Pounding","MANHATTAN","40.7622086833604","-73.99176599964403","WEST   47 STREET"
"2025-10-10T23:28:33.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.82345086862661","-73.95318812162448","WEST  140 STREET"
"2025-10-10T23:28:27.000","Noise - Vehicle","Car/Truck Music","MANHATTAN","40.84755220737575","-73.93131456588488","AMSTERDAM AVENUE"
"2025-10-10T23:28:06.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.847783225368126","-73.94216856655447","HAVEN AVENUE"
"2025-10-10T23:28:00.000","Noise - Residential","Loud Talking","MANHATTAN","40.78715126620499","-73.97914186606062","WEST END AVENUE"
"2025-10-10T23:27:39.000","HEAT/HOT WATER","ENTIRE BUILDING","MANHATTAN","40.75056212286923","-73.98559211624314","WEST   36 STREET"
"2025-10-10T23:27:29.000","FLOORING/STAIRS","FLOOR","MANHATTAN","40.829461589531974","-73.94079691863257","ST NICHOLAS PLACE"
"2025-10-10T23:27:05.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.81910849303227","-73.9526203368398","WEST  135 STREET"
"2025-10-10T23:26:58.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.72432608865083","-73.97557540737051","AVENUE D"
"2025-10-10T23:26:32.000","Noise - Residential","Banging/Pounding","MANHATTAN","40.768518423180886","-73.98716226242541","WEST   57 STREET"
"2025-10-10T23:24:29.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.75203386095101","-73.99105262203469","WEST   35 STREET"
"2025-10-10T23:24:21.000","APPLIANCE","ELECTRIC/GAS RANGE","MANHATTAN","40.829461589531974","-73.94079691863257","ST NICHOLAS PLACE"
"2025-10-10T23:24:01.000","DOOR/WINDOW","WINDOW FRAME","MANHATTAN","40.829461589531974","-73.94079691863257","ST NICHOLAS PLACE"
"2025-10-10T23:23:53.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.72432608865083","-73.97557540737051","AVENUE D"
"2025-10-10T23:23:46.000","Noise - Street/Sidewalk","Loud Talking","MANHATTAN","40.79535127620096","-73.97312595339596","WEST END AVENUE"
"2025-10-10T23:23:46.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.717688637437895","-73.98959262457855","LUDLOW STREET"
"2025-10-10T23:23:33.000","Noise - Street/Sidewalk","Loud Talking","MANHATTAN","40.81237834836466","-73.95240115039357","WEST  127 STREET"
"2025-10-10T23:23:00.000","Lead","Lead Kit Request (Residential) (L10)","MANHATTAN","40.78795628932217","-73.9472979046361","3 AVENUE"
"2025-10-10T23:22:20.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.864580752489935","-73.92325999161783","SHERMAN AVENUE"
"2025-10-10T23:22:14.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.73706433046593","-73.99830041620608","WEST   13 STREET"
"2025-10-10T23:21:41.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.720318750158356","-73.9756165590316","EAST    4 WALK"
"2025-10-10T23:21:20.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.76865294530092","-73.98743299922496","WEST   57 STREET"
"2025-10-10T23:20:51.000","ELECTRIC","LIGHTING","MANHATTAN","40.829461589531974","-73.94079691863257","ST NICHOLAS PLACE"
"2025-10-10T23:19:45.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.829461589531974","-73.94079691863257","SAINT NICHOLAS PLACE"
"2025-10-10T23:19:24.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.864580752489935","-73.92325999161783","SHERMAN AVENUE"
"2025-10-10T23:19:12.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.81733888871917","-73.94220586125563","7 AVENUE"
"2025-10-10T23:18:56.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.85138928999981","-73.93128891561584","WEST  185 STREET"
"2025-10-10T23:18:47.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.718023902384495","-74.00390323633552","FRANKLIN PLACE"
"2025-10-10T23:18:46.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.796711678964975","-73.9311142036903","EAST  119 STREET"
"2025-10-10T23:18:19.000","HEAT/HOT WATER","APARTMENT ONLY","MANHATTAN","40.738540993591435","-73.99754258553077","WEST   15 STREET"
"2025-10-10T23:17:52.000","Noise - Vehicle","Car/Truck Music","MANHATTAN","40.84755220737575","-73.93131456588488","AMSTERDAM AVENUE"
"2025-10-10T23:17:47.000","GENERAL","BELL/BUZZER/INTERCOM","MANHATTAN","40.829461589531974","-73.94079691863257","ST NICHOLAS PLACE"
"2025-10-10T23:16:57.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.80921012574268","-73.94444897698096","LENOX AVENUE"
"2025-10-10T23:16:38.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.864580752489935","-73.92325999161783","SHERMAN AVENUE"
"2025-10-10T23:14:56.000","Noise - Residential","Loud Talking","MANHATTAN","40.80143454654757","-73.93443230896085","2 AVENUE"
"2025-10-10T23:14:06.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.72818704180322","-73.98672264288396","ST MARKS PLACE"
"2025-10-10T23:14:01.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.865880950316736","-73.92625931414823","BROADWAY"
"2025-10-10T23:14:00.000","Noise","Noise: Construction Before/After Hours (NM1)","MANHATTAN",,,"EAST   92 STREET"
"2025-10-10T23:13:59.000","Noise - Residential","Banging/Pounding","MANHATTAN","40.822199636783395","-73.95408143140607","WEST  138 STREET"
"2025-10-10T23:13:22.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.76984734286192","-73.9924148974134","WEST   56 STREET"
"2025-10-10T23:12:23.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.829461589531974","-73.94079691863257","ST NICHOLAS PLACE"
"2025-10-10T23:11:41.000","PAINT/PLASTER","WALL","MANHATTAN","40.829461589531974","-73.94079691863257","ST NICHOLAS PLACE"
"2025-10-10T23:10:55.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.798039644247076","-73.96743995216669","AMSTERDAM AVENUE"
"2025-10-10T23:10:46.000","Noise - Street/Sidewalk","Loud Talking","MANHATTAN","40.7264832558053","-74.003647571958","6 AVENUE"
"2025-10-10T23:10:25.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.81733888871917","-73.94220586125563","7 AVENUE"
"2025-10-10T23:10:22.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.73706433046593","-73.99830041620608","WEST   13 STREET"
"2025-10-10T23:08:48.000","PLUMBING","WATER SUPPLY","MANHATTAN","40.8242265979182","-73.93922261412608","WEST  148 STREET"
"2025-10-10T23:08:37.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.72671109521736","-74.00276364952728","PRINCE STREET"
"2025-10-10T23:08:29.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.76846625937465","-73.98703952705354","WEST   57 STREET"
"2025-10-10T23:08:06.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.81733888871917","-73.94220586125563","7 AVENUE"
"2025-10-10T23:08:00.000","Noise","Noise: Jack Hammering (NC2)","MANHATTAN","40.74338232711912","-73.99000362299908","WEST   25 STREET"
"2025-10-10T23:07:47.000","Maintenance or Facility","Garbage or Litter","MANHATTAN","40.797576406303705","-73.94128035480412","EAST  115 STREET"
"2025-10-10T23:07:45.000","Noise - Park","Loud Music/Party","MANHATTAN","40.80484651053699","-73.94548930106254","MT MORRIS PARK WEST"
"2025-10-10T23:07:12.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.86652183923178","-73.92844235585312","DYCKMAN STREET"
"2025-10-10T23:06:59.000","Noise - Street/Sidewalk","Loud Talking","MANHATTAN","40.802373022587815","-73.95048672149503","WEST  116 STREET"
"2025-10-10T23:05:04.000","Noise - House of Worship","Loud Music/Party","MANHATTAN","40.822388418357896","-73.9525890968376","WEST  139 STREET"
"2025-10-10T23:05:00.000","Noise","Noise, Ice Cream Truck (NR4)","MANHATTAN","40.74828976587631","-73.98817669911575",
"2025-10-10T23:05:00.000","Lead","Lead Kit Request (Residential) (L10)","MANHATTAN","40.829461589531974","-73.94079691863257","SAINT NICHOLAS PLACE"
"2025-10-10T23:03:12.000","Noise - Residential","Loud Television","MANHATTAN","40.711062893490016","-73.99088498319651","CHERRY STREET"
"2025-10-10T23:03:12.000","Abandoned Vehicle","With License Plate","MANHATTAN","40.80133013202113","-73.95763914325708","8 AVENUE"
"2025-10-10T23:03:11.000","SAFETY","SMOKE DETECTOR","MANHATTAN","40.86610129188564","-73.91920530467439","SHERMAN AVENUE"
"2025-10-10T23:03:11.000","UNSANITARY CONDITION","PESTS","MANHATTAN","40.86610129188564","-73.91920530467439","SHERMAN AVENUE"
"2025-10-10T23:03:11.000","SAFETY","CARBON MONOXIDE DETECTOR","MANHATTAN","40.86610129188564","-73.91920530467439","SHERMAN AVENUE"
"2025-10-10T23:03:11.000","WATER LEAK","SLOW LEAK","MANHATTAN","40.86610129188564","-73.91920530467439","SHERMAN AVENUE"
"2025-10-10T23:03:10.000","Street Condition","Failed Street Repair","MANHATTAN","40.73736073291079","-73.99683897658859","6 AVENUE"
"2025-10-10T23:01:04.000","Noise - Commercial","Banging/Pounding","MANHATTAN","40.72944746257567","-74.00657385928295","CLARKSON STREET"
"2025-10-10T23:00:30.000","Noise - Street/Sidewalk","Loud Talking","MANHATTAN","40.83348848222364","-73.94157750579586","AMSTERDAM AVENUE"
"2025-10-10T23:00:07.000","Sidewalk Condition","Broken Sidewalk","MANHATTAN","40.73467613959066","-73.99214105979809","UNIVERSITY PLACE"
"2025-10-10T22:59:47.000","Lost Property","Clothing/Glasses","MANHATTAN","40.762804961422916","-73.96567029973424","3 AVENUE"
"2025-10-10T22:59:27.000","HEAT/HOT WATER","APARTMENT ONLY","MANHATTAN","40.829461589531974","-73.94079691863257","ST NICHOLAS PLACE"
"2025-10-10T22:58:52.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.788899003035894","-73.95015367150907","EAST  100 STREET"
"2025-10-10T22:56:40.000","Taxi Complaint","Driver Complaint - Passenger","MANHATTAN","40.75149341851338","-73.99584937427625","MOYNIHAN TRAIN STATION"
"2025-10-10T22:56:39.000","Dirty Condition","Trash","MANHATTAN","40.72042832901015","-74.00335142086354","CANAL STREET"
"2025-10-10T22:52:26.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.8156185820437","-73.94348264472475","7 AVENUE"
"2025-10-10T22:51:33.000","Noise - Residential","Banging/Pounding","MANHATTAN","40.83729233243422","-73.94094896157954","WEST  163 STREET"
"2025-10-10T22:50:16.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.82345086862661","-73.95318812162448","WEST  140 STREET"
"2025-10-10T22:50:00.000","Noise","Noise: Construction Before/After Hours (NM1)","MANHATTAN","40.7597358871392","-73.9641883003206","EAST   58 STREET"
"2025-10-10T22:50:00.000","Noise","Noise: Construction Before/After Hours (NM1)","MANHATTAN","40.76850194990441","-73.9871189436622","WEST   57 STREET"
"2025-10-10T22:49:27.000","Noise - Commercial","Banging/Pounding","MANHATTAN","40.73706433046593","-73.99830041620608","WEST   13 STREET"
"2025-10-10T22:49:26.000","Noise - Street/Sidewalk","Loud Talking","MANHATTAN","40.71145705950813","-73.98178789385234","WATER STREET"
"2025-10-10T22:47:42.000","HEAT/HOT WATER","ENTIRE BUILDING","MANHATTAN","40.80535137529496","-73.94514212015908","MT MORRIS PARK WEST"
"2025-10-10T22:47:00.000","Noise","Noise: Construction Before/After Hours (NM1)","MANHATTAN","40.759507919765774","-73.96369750717702","EAST   58 STREET"
"2025-10-10T22:45:41.000","Noise - Residential","Loud Talking","MANHATTAN","40.86439499522772","-73.92050891043958","POST AVENUE"
"2025-10-10T22:44:15.000","HEAT/HOT WATER","ENTIRE BUILDING","MANHATTAN","40.760630128087236","-73.98802650945426","WEST   47 STREET"
"2025-10-10T22:43:18.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.73706433046593","-73.99830041620608","WEST   13 STREET"
"2025-10-10T22:42:54.000","Noise - Residential","Loud Talking","MANHATTAN","40.82448173316371","-73.94441816185956","ST NICHOLAS AVENUE"
"2025-10-10T22:42:18.000","Illegal Parking","Blocked Bike Lane","MANHATTAN","40.823436289178275","-73.94502965618942","ST NICHOLAS AVENUE"
"2025-10-10T22:41:15.000","Homeless Person Assistance","Non-Chronic","MANHATTAN","40.79601867019603","-73.97501457897238","RIVERSIDE DRIVE"
"2025-10-10T22:41:02.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.7187260835507","-73.98881325006766","DELANCEY STREET"
"2025-10-10T22:40:41.000","Illegal Parking","Blocked Bike Lane","MANHATTAN","40.82513201562631","-73.9439731908162","ST NICHOLAS AVENUE"
"2025-10-10T22:39:27.000","Illegal Parking","Blocked Hydrant","MANHATTAN","40.82424884877153","-73.94528913437779","WEST  145 STREET"
"2025-10-10T22:38:09.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.81733888871917","-73.94220586125563","7 AVENUE"
"2025-10-10T22:38:08.000","Encampment","N/A","MANHATTAN","40.82428692793332","-73.94456285212864","ST NICHOLAS AVENUE"
"2025-10-10T22:38:03.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.7268337734059","-73.98585340758467","1 AVENUE"
"2025-10-10T22:38:00.000","Noise","Noise: Construction Before/After Hours (NM1)","MANHATTAN","40.75457983207649","-73.96872448778433","2 AVENUE"
"2025-10-10T22:37:40.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.73970479434452","-74.00025260208153","WEST   15 STREET"
"2025-10-10T22:35:56.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.72435061835775","-74.00208889869363","WEST BROADWAY"
"2025-10-10T22:35:34.000","Noise - Residential","Loud Talking","MANHATTAN","40.80143454654757","-73.93443230896085","2 AVENUE"
"2025-10-10T22:35:30.000","Taxi Complaint","Driver Complaint - Non Passenger","MANHATTAN","40.76109339593824","-73.98326154296245","7 AVENUE"
"2025-10-10T22:35:19.000","Noise - Street/Sidewalk","Loud Talking","MANHATTAN","40.833422541343964","-73.94144385735437","WEST  158 STREET"
"2025-10-10T22:34:12.000","Noise - Residential","Loud Talking","MANHATTAN","40.74032785304425","-73.99979430781012","WEST   16 STREET"
"2025-10-10T22:33:54.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.80275381673463","-73.95544212929333","WEST  114 STREET"
"2025-10-10T22:33:33.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.73391566554618","-73.98987153654743","4 AVENUE"
"2025-10-10T22:33:32.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.7421476148694","-73.99861424634575","WEST   19 STREET"
"2025-10-10T22:33:19.000","Dirty Condition","Trash","MANHATTAN","40.78789568598083","-73.9695033046207","WEST   89 STREET"
"2025-10-10T22:32:29.000","Drinking","In Public","MANHATTAN","40.81923211489223","-73.9528876044696","WEST  135 STREET"
"2025-10-10T22:32:10.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.74787031024551","-73.994831849749","WEST   28 STREET"
"2025-10-10T22:31:37.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.78536042083817","-73.97298193186121","COLUMBUS AVENUE"
"2025-10-10T22:29:44.000","Traffic","Congestion/Gridlock","MANHATTAN","40.72374662824075","-74.00611511433358","VARICK STREET"
"2025-10-10T22:29:10.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.81923211489223","-73.9528876044696","WEST  135 STREET"
"2025-10-10T22:29:10.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.73706433046593","-73.99830041620608","WEST   13 STREET"
"2025-10-10T22:29:00.000","Noise","Noise, Barking Dog (NR5)","MANHATTAN","40.772508041383894","-73.95859978600781","3 AVENUE"
"2025-10-10T22:29:00.000","Noise","Noise: Construction Before/After Hours (NM1)","MANHATTAN","40.79774262169146","-73.94436825277731","PARK AVENUE"
"2025-10-10T22:28:07.000","Consumer Complaint","Employment Agency","MANHATTAN","40.703953732789486","-74.0115918242526","BROAD STREET"
"2025-10-10T22:27:44.000","Cannabis Retailer","Sales to Minors Under 21","MANHATTAN","40.8286420274815","-73.94884835932334","BROADWAY"
"2025-10-10T22:27:09.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.863397129575105","-73.92646452590175","SHERMAN AVENUE"
"2025-10-10T22:26:42.000","Noise - Residential","Loud Talking","MANHATTAN","40.7320139962256","-73.99991340356783","WASHINGTON PLACE"
"2025-10-10T22:26:20.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.72234618944595","-73.98664443797722","EAST    1 STREET"
"2025-10-10T22:26:00.000","Noise","Noise: Construction Before/After Hours (NM1)","MANHATTAN","40.79774262169146","-73.94436825277731","PARK AVENUE"
"2025-10-10T22:25:37.000","Sidewalk Condition","Broken Sidewalk","MANHATTAN","40.771495757295604","-73.95282389647284","EAST   78 STREET"
"2025-10-10T22:25:36.000","Noise - Street/Sidewalk","Loud Talking","MANHATTAN","40.78715126620499","-73.97914186606062","WEST END AVENUE"
"2025-10-10T22:24:58.000","Taxi Complaint","Driver Complaint - Non Passenger","MANHATTAN","40.75984192199021","-73.984175109585","7 AVENUE"
"2025-10-10T22:21:44.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.85223485165178","-73.9316133657837","ST NICHOLAS AVENUE"
"2025-10-10T22:21:29.000","Drinking","In Public","MANHATTAN","40.81923211489223","-73.9528876044696","WEST  135 STREET"
"2025-10-10T22:20:00.000","Noise","Noise: Construction Before/After Hours (NM1)","MANHATTAN","40.75954596145767","-73.98809528819223","8 AVENUE"
"2025-10-10T22:19:41.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.7248677858747","-73.9807415753938","EAST    7 STREET"
"2025-10-10T22:19:27.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.81923211489223","-73.9528876044696","WEST  135 STREET"
"2025-10-10T22:19:03.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.803129868378484","-73.94888602470876","LENOX AVENUE"
"2025-10-10T22:18:57.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.816949279559374","-73.94248799726114","7 AVENUE"
"2025-10-10T22:18:29.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.77716767917476","-73.95609472121265","EAST   83 STREET"
"2025-10-10T22:18:01.000","Rodent","Rat Sighting","MANHATTAN","40.77694356162277","-73.94546881506284","EAST   88 STREET"
"2025-10-10T22:17:11.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.72856109409892","-73.99993866403884","BLEECKER STREET"
"2025-10-10T22:16:13.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.85275157975205","-73.9328454592741","WADSWORTH AVENUE"
"2025-10-10T22:15:52.000","Vendor Enforcement","Non-Food Vendor","MANHATTAN","40.76233404946789","-73.98346699132787","BROADWAY"
"2025-10-10T22:15:51.000","Drinking","In Public","MANHATTAN","40.81923211489223","-73.9528876044696","WEST  135 STREET"
"2025-10-10T22:14:39.000","Illegal Parking","Posted Parking Sign Violation","MANHATTAN","40.867582299080034","-73.92154637647397","BROADWAY"
"2025-10-10T22:14:12.000","Noise - Park","Loud Music/Party","MANHATTAN","40.77863290127972","-73.96254609596876","5 AVENUE"
"2025-10-10T22:13:09.000","HEAT/HOT WATER","ENTIRE BUILDING","MANHATTAN","40.756852022491444","-73.9670774750833","2 AVENUE"
"2025-10-10T22:12:45.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.81923211489223","-73.9528876044696","WEST  135 STREET"
"2025-10-10T22:11:12.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.77303218808042","-73.97828340102534","CENTRAL PARK WEST"
"2025-10-10T22:10:26.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.7252531479785","-73.98911521118397","EAST    3 STREET"
"2025-10-10T22:10:00.000","Traffic Signal Condition","Underground","MANHATTAN","40.73058122187266","-74.00168498601278",
"2025-10-10T22:09:04.000","Noise - Residential","Loud Talking","MANHATTAN","40.80143454654757","-73.93443230896085","2 AVENUE"
"2025-10-10T22:08:43.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.751916069510536","-73.99485680070967","WEST   33 STREET"
"2025-10-10T22:08:14.000","Noise - Street/Sidewalk","Loud Talking","MANHATTAN","40.767232695034465","-73.95872219837511","EAST   70 STREET"
"2025-10-10T22:07:11.000","Noise - Residential","Loud Talking","MANHATTAN","40.80172165846516","-73.96278233020537","WEST  109 STREET"
"2025-10-10T22:06:50.000","Taxi Complaint","Driver Complaint - Passenger","MANHATTAN","40.78344036136999","-73.97900220065789","WEST   79 STREET"
"2025-10-10T22:05:00.000","Sewer","Manhole Overflow (Use Comments) (SA1)","MANHATTAN","40.749823553014735","-73.98383822939907","WEST   36 STREET"
"2025-10-10T22:04:01.000","Illegal Parking","Double Parked Blocking Traffic","MANHATTAN","40.80237304429664","-73.9505372894664","WEST  116 STREET"
"2025-10-10T22:03:56.000","Noise - Commercial","Loud Music/Party","MANHATTAN","40.751916069510536","-73.99485680070967","WEST   33 STREET"
"2025-10-10T22:02:11.000","Illegal Parking","Blocked Hydrant","MANHATTAN","40.805725952534594","-73.95441428026616","FREDERICK DOUGLASS BOULEVARD"
"2025-10-10T22:02:05.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.836139402067694","-73.946251477162","RIVERSIDE DRIVE"
"2025-10-10T22:01:47.000","Outdoor Dining","Restaurant Status","MANHATTAN","40.71542986402135","-73.9916058433748","ORCHARD STREET"
"2025-10-10T21:59:55.000","Illegal Parking","Blocked Hydrant","MANHATTAN","40.85373598681416","-73.93601824995581","WEST  186 STREET"
"2025-10-10T21:59:45.000","Noise - Residential","Loud Talking","MANHATTAN","40.85855592949575","-73.93166109187804","BROADWAY"
"2025-10-10T21:59:44.000","Illegal Parking","Blocked Hydrant","MANHATTAN","40.716219674120126","-74.0150750306575","NORTH END AVENUE"
"2025-10-10T21:59:40.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.83865434342527","-73.94220179993421","WEST  164 STREET"
"2025-10-10T21:59:07.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.83106860727959","-73.94942104934808","RIVERSIDE DRIVE"
"2025-10-10T21:59:01.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.805725952534594","-73.95441428026616","FREDERICK DOUGLASS BOULEVARD"
"2025-10-10T21:59:00.000","Sewer","Street Flooding (SJ)","MANHATTAN","40.75352374061433","-73.97116129485991","EAST   47 STREET"
"2025-10-10T21:58:50.000","Noise - Residential","Loud Talking","MANHATTAN","40.80143454654757","-73.93443230896085","2 AVENUE"
"2025-10-10T21:57:39.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.75517870292463","-73.98493780915042","WEST   42 STREET"
"2025-10-10T21:56:38.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.80896894489044","-73.95830617989641","WEST  120 STREET"
"2025-10-10T21:56:02.000","Drinking","In Public","MANHATTAN","40.81923211489223","-73.9528876044696","WEST  135 STREET"
"2025-10-10T21:55:35.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.83007154537897","-73.94778127701618","BROADWAY"
"2025-10-10T21:54:28.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.83012642163346","-73.94774148538471","BROADWAY"
"2025-10-10T21:53:59.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.72778366931805","-73.98768243945857","EAST    7 STREET"
"2025-10-10T21:53:54.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.81923211489223","-73.9528876044696","WEST  135 STREET"
"2025-10-10T21:52:52.000","Taxi Complaint","Driver Complaint - Non Passenger","MANHATTAN","40.75061504863531","-73.9946223036648","8 AVENUE"
"2025-10-10T21:52:35.000","Non-Emergency Police Matter","Other (complaint details)","MANHATTAN","40.805725952534594","-73.95441428026616","FREDERICK DOUGLASS BOULEVARD"
"2025-10-10T21:52:02.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.82345086862661","-73.95318812162448","WEST  140 STREET"
"2025-10-10T21:51:59.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.802108219977434","-73.95395081179247","WEST  114 STREET"
"2025-10-10T21:51:55.000","HEAT/HOT WATER","ENTIRE BUILDING","MANHATTAN","40.84962483486739","-73.9367704194685","WEST  180 STREET"
"2025-10-10T21:51:32.000","Vendor Enforcement","Non-Food Vendor","MANHATTAN","40.76059129711914","-73.98461892867799","BROADWAY"
"2025-10-10T21:51:22.000","Noise - Street/Sidewalk","Loud Talking","MANHATTAN","40.73474228130094","-73.99964638342367","WEST   10 STREET"
"2025-10-10T21:45:07.000","Rodent","Rat Sighting","MANHATTAN","40.70432723447391","-74.00922950977888","HANOVER SQUARE"
"2025-10-10T21:44:50.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","40.75464357860627","-73.98573200045917","WEST   41 STREET"
"2025-10-10T21:43:36.000","Noise - Residential","Loud Music/Party","MANHATTAN","40.816386500225214","-73.94226449249614","WEST  137 STREET"
"2025-10-10T21:43:31.000","Vendor Enforcement","Non-Food Vendor","MANHATTAN","40.76105786456666","-73.98433004028819","BROADWAY"
